Cm	hasElectronegativity	Electronegativity2
Cm	hasFamily	Family3
Cm	hasIonization	Ionization2
Cm	hasMeltingPoint	MeltingPoint6
Cm	hasPeriod	Period7
Cm	hasState	StateSolid
Cm	hasWeight	Weight8
Cm	type	NamedIndividual
Cm	type	actinides
Cm	type	rareRadioactiveMetals
Cn	hasAbundance	Abundance1
Cn	hasFamily	Family12
Cn	hasPeriod	Period7
Cn	hasWeight	Weight8
Cn	type	NamedIndividual
Cn	type	element
Co	hasAbundance	Abundance3
Co	hasBoilingPoint	BoilingPoint7
Co	hasConductivity	Conductivity2
Co	hasDensity	Density2
Co	hasElectronAffinity	ElectronAffinity2
Co	hasElectronegativity	Electronegativity3
Co	hasFamily	Family9
Co	hasHardness	Hardness3
Co	hasHeat	Heat4
Co	hasIonization	Ionization2
Co	hasMeltingPoint	MeltingPoint7
Co	hasModulus	Modulus3
Co	hasPeriod	Period4
Co	hasRadius	Radius2
Co	hasState	StateSolid
Co	hasWeight	Weight4
Co	type	NamedIndividual
Co	type	ferrousMetals
Co	type	nonferrousHeavyMetals
Co	type	transitionMetals
Conductivity	domain	element
Conductivity	subPropertyOf	topDataProperty
Conductivity1	domain	element
Conductivity1	range	element
Conductivity1	subPropertyOf	topObjectProperty
Conductivity1	type	ObjectProperty
Conductivity1	type	SymmetricProperty
Conductivity1	type	TransitiveProperty
Conductivity2	domain	element
Conductivity2	range	element
Conductivity2	subPropertyOf	topObjectProperty
Conductivity2	type	ObjectProperty
Conductivity2	type	SymmetricProperty
Conductivity2	type	TransitiveProperty
Conductivity3	domain	element
Conductivity3	range	element
Conductivity3	subPropertyOf	topObjectProperty
Conductivity3	type	ObjectProperty
Conductivity3	type	SymmetricProperty
Conductivity3	type	TransitiveProperty
Conductivity4	domain	element
Conductivity4	range	element
Conductivity4	subPropertyOf	topObjectProperty
Conductivity4	type	ObjectProperty
Conductivity4	type	SymmetricProperty
Conductivity4	type	TransitiveProperty
Cr	hasAbundance	Abundance3
Cr	hasBoilingPoint	BoilingPoint7
Cr	hasConductivity	Conductivity2
Cr	hasDensity	Density2
Cr	hasElectronAffinity	ElectronAffinity2
Cr	hasElectronegativity	Electronegativity3
Cr	hasFamily	Family6
Cr	hasHardness	Hardness3
Cr	hasHeat	Heat4
Cr	hasIonization	Ionization2
Cr	hasMeltingPoint	MeltingPoint7
Cr	hasModulus	Modulus3
Cr	hasPeriod	Period4
Cr	hasRadius	Radius2
Cr	hasState	StateSolid
Cr	hasWeight	Weight4
Cr	type	NamedIndividual
Cr	type	blackMetals
Cr	type	transitionMetals
Cs	hasAbundance	Abundance2
Cs	hasBoilingPoint	BoilingPoint4
Cs	hasConductivity	Conductivity1
Cs	hasDensity	Density2
Cs	hasElectronAffinity	ElectronAffinity2
Cs	hasElectronegativity	Electronegativity1
Cs	hasFamily	Family1
Cs	hasHardness	Hardness1
Cs	hasHeat	Heat3
Cs	hasIonization	Ionization1
Cs	hasMeltingPoint	MeltingPoint4
Cs	hasModulus	Modulus1
Cs	hasPeriod	Period6
Cs	hasRadius	Radius3
Cs	hasState	StateSolid
Cs	hasWeight	Weight6
Cs	type	NamedIndividual
Cs	type	alkaliMetals
Cs	type	rareLightMetal
Cu	hasAbundance	Abundance2
Cu	hasBoilingPoint	BoilingPoint7
Cu	hasConductivity	Conductivity4
Cu	hasDensity	Density2
Cu	hasElectronAffinity	ElectronAffinity2
Cu	hasElectronegativity	Electronegativity3
Cu	hasFamily	Family11
Cu	hasHardness	Hardness3
Cu	hasHeat	Heat4
Cu	hasIonization	Ionization2
Cu	hasMeltingPoint	MeltingPoint6
Cu	hasModulus	Modulus2
Cu	hasPeriod	Period4
Cu	hasRadius	Radius2
Cu	hasState	StateSolid
Cu	hasWeight	Weight4
Cu	type	NamedIndividual
Cu	type	nonferrousHeavyMetals
Cu	type	transitionMetals
Cyanate	hasBondType	single
Cyanate	hasBondType	triple
Cyanate	type	Cyanates
Cyanate	type	NamedIndividual
Cyanates	subClassOf	GroupsContainingNitrogen
Db	hasAbundance	Abundance1
Db	hasFamily	Family5
Db	hasPeriod	Period7
Db	hasWeight	Weight8
Db	type	NamedIndividual
Db	type	transitionMetals
Density	subPropertyOf	topDataProperty
Density1	domain	element
Density1	range	element
Density1	subPropertyOf	topObjectProperty
Density1	type	ObjectProperty
Density1	type	SymmetricProperty
Density1	type	TransitiveProperty
Density2	domain	element
Density2	range	element
Density2	subPropertyOf	topObjectProperty
Density2	type	ObjectProperty
Density2	type	SymmetricProperty
Density2	type	TransitiveProperty
Density3	domain	element
Density3	range	element
Density3	subPropertyOf	topObjectProperty
Density3	type	ObjectProperty
Density3	type	SymmetricProperty
Density3	type	TransitiveProperty
DiscoveredIn	subPropertyOf	topDataProperty
Disulfide	hasBondType	single
Disulfide	subClassOf	GroupsContainingSulfur
Disulfide	type	Disulfide
Disulfide	type	NamedIndividual
DithiocarboxylicAcid	subClassOf	GroupsContainingSulfur
DithiocarboxylicAcidEster	subClassOf	GroupsContainingSulfur
Ds	hasAbundance	Abundance1
Ds	hasFamily	Family10
Ds	hasPeriod	Period7
Ds	hasWeight	Weight8
Ds	type	NamedIndividual
Ds	type	element
Dy	hasAbundance	Abundance2
Dy	hasBoilingPoint	BoilingPoint7
Dy	hasConductivity	Conductivity1
Dy	hasDensity	Density2
Dy	hasElectronAffinity	ElectronAffinity2
Dy	hasElectronegativity	Electronegativity2
Dy	hasFamily	Family3
Dy	hasHardness	Hardness3
Dy	hasHeat	Heat2
Dy	hasIonization	Ionization2
Dy	hasMeltingPoint	MeltingPoint7
Dy	hasModulus	Modulus1
Dy	hasPeriod	Period6
Dy	hasRadius	Radius3
Dy	hasState	StateSolid
Dy	hasWeight	Weight6
Dy	type	NamedIndividual
Dy	type	heavyRareEarthMetals
Dy	type	lanthanides
ElectronAffinity	subPropertyOf	topDataProperty
ElectronAffinity1	domain	element
ElectronAffinity1	range	element
ElectronAffinity1	subPropertyOf	topObjectProperty
ElectronAffinity1	type	ObjectProperty
ElectronAffinity1	type	SymmetricProperty
ElectronAffinity1	type	TransitiveProperty
ElectronAffinity2	domain	element
ElectronAffinity2	range	element
ElectronAffinity2	subPropertyOf	topObjectProperty
ElectronAffinity2	type	ObjectProperty
ElectronAffinity2	type	SymmetricProperty
ElectronAffinity2	type	TransitiveProperty
ElectronAffinity3	domain	element
ElectronAffinity3	range	element
ElectronAffinity3	subPropertyOf	topObjectProperty
ElectronAffinity3	type	ObjectProperty
ElectronAffinity3	type	SymmetricProperty
ElectronAffinity3	type	TransitiveProperty
ElectronAffinity4	domain	element
ElectronAffinity4	range	element
ElectronAffinity4	subPropertyOf	topObjectProperty
ElectronAffinity4	type	ObjectProperty
ElectronAffinity4	type	SymmetricProperty
ElectronAffinity4	type	TransitiveProperty
ElectronAffinity5	domain	element
ElectronAffinity5	range	element
ElectronAffinity5	subPropertyOf	topObjectProperty
ElectronAffinity5	type	ObjectProperty
ElectronAffinity5	type	SymmetricProperty
ElectronAffinity5	type	TransitiveProperty
Electronegativity	subPropertyOf	topDataProperty
Electronegativity1	domain	element
Electronegativity1	range	element
Electronegativity1	subPropertyOf	topObjectProperty
Electronegativity1	type	ObjectProperty
Electronegativity1	type	SymmetricProperty
Electronegativity1	type	TransitiveProperty
Electronegativity2	domain	element
Electronegativity2	range	element
Electronegativity2	subPropertyOf	topObjectProperty
Electronegativity2	type	ObjectProperty
Electronegativity2	type	SymmetricProperty
Electronegativity2	type	TransitiveProperty
Electronegativity3	domain	element
Electronegativity3	range	element
Electronegativity3	subPropertyOf	topObjectProperty
Electronegativity3	type	ObjectProperty
Electronegativity3	type	SymmetricProperty
Electronegativity3	type	TransitiveProperty
Electronegativity4	domain	element
Electronegativity4	range	element
Electronegativity4	subPropertyOf	topObjectProperty
Electronegativity4	type	ObjectProperty
Electronegativity4	type	SymmetricProperty
Electronegativity4	type	TransitiveProperty
Electronegativity5	domain	element
Electronegativity5	range	element
Electronegativity5	subPropertyOf	topObjectProperty
Electronegativity5	type	ObjectProperty
Electronegativity5	type	SymmetricProperty
Electronegativity5	type	TransitiveProperty
EnergyLevels	subPropertyOf	topDataProperty
Er	hasAbundance	Abundance2
Er	hasBoilingPoint	BoilingPoint7
Er	hasConductivity	Conductivity1
Er	hasDensity	Density2
Er	hasElectronAffinity	ElectronAffinity2
Er	hasElectronegativity	Electronegativity2
Er	hasFamily	Family3
Er	hasHardness	Hardness3
Er	hasHeat	Heat2
Er	hasIonization	Ionization2
