drugid	smiles
DB02056	CCCCC[C@H](O)/C=C/[C@H]1C(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O
DB02057	Cc1onc(O)c1C[C@H](N)C(=O)O
DB02058	O=CN1CCN(c2ccc(CC3C(=O)Nc4ccccc43)cc2)CC1
DB02059	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]2O[C@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
DB02060	O=C1CCCCC1
DB02061	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
DB02062	C[C@H](NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)C[P@](=O)(O)[C@H](C)N)C(=O)O
DB02063	N=C(N)c1ccc2nc(-c3cc([C@@H](CC(=O)[O-])C(=O)O)cc(Br)c3[O-])[nH]c2c1
DB02065	OC[C@@H]1C[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)O1
DB02066	CNc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc12
DB02067	Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)N2C=O
DB02068	[NH3+]CCCCC(=O)O
DB02069	NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2F)cc1
DB02071	COc1ccc(S(=O)(=O)N(Cc2cccnc2)c2c(C)cccc2C(=O)NO)cc1
DB02072	O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCSC2
DB02073	C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O
DB02074	C/C=C/C(=O)O
DB02075	O=c1nc[nH]c2c([C@@H]3N[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c[nH]c12
DB02076	O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
DB02077	NC(=O)[C@@H]1C[C@@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])CN1
DB02078	COCCOCCOCCOC
DB02079	NOCC(=O)O
DB02080	COCCOCCOCCOc1ccc(C(C)(C)CC(C)(C)C)cc1
DB02081	N=C(N)c1ccc(C[C@@H]2CCCC[C@@H](Cc3ccc(C(=N)N)cc3)C2=O)cc1
DB02082	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
DB02083	CN(C)CC(=O)O
DB02084	COc1ccccc1-c1cc([C@@H](CC(=O)[O-])C(=O)O)cc(-c2nc3ccc(C(=N)N)cc3[nH]2)c1[O-]
DB02085	NC1(C(=O)O)CC1
DB02086	Oc1ccc([As+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1O
DB02087	NS(=O)(=O)c1cc(F)cc(F)c1
DB02088	CCCC[C@H](N)P(=O)(O)O
DB02089	O=C(NCCOCCOCCNC(=O)c1cc2cc(Cl)ccc2[nH]1)c1cc2cc(Cl)ccc2[nH]1
DB02090	COCCN1CCCC[C@H](NC(=O)[C@H](CC(C)C)[C@H](CCCO)C(=O)NO)C1=O
DB02091	Cc1nc(C)c(-c2ccnc(N)n2)s1
DB02092	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1
DB02093	O=C(NO)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
DB02094	O=C(Cc1cccs1)NCB(O)O
DB02095	O=C1Nc2ccccc2C1=O
DB02096	NC(=O)c1cn([C@@H](CO)CCc2ccccc2)cn1
DB02097	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
DB02098	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1OP(=O)(O)O
DB02101	NC(=O)[C@@H]1C[C@@]2(NC(=O)NC2=O)c2cc(F)ccc2O1
DB02102	Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1
DB02103	Nc1nc(Cl)nc2c1ncn2[C@H]1CC[C@@H](CO)O1
DB02104	COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC
DB02105	O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1
DB02106	Oc1ccc(Oc2c(Br)cc(CC(O)O)cc2Br)cc1C(O)NCCc1ccccc1
DB02107	CC(C)C[C@@H](C)N
DB02108	N=CCN
DB02109	O=CN(O)CC(=O)O
DB02110	C=Cc1c(C)c2n3c1C=c1c(C)c(C=C)c4n1[Co]31n3c(c(C)c(CCC(=O)O)c3C=c3c(CCC(=O)O)c(C)c(n31)=C2)C=4
DB02111	O=C(O)c1conc1O
DB02112	CC(=N)N1CCC(Oc2ccc3c4ccccc4n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1
DB02113	Cc1ncnc2nc[nH]c12
DB02114	CC(C)c1ccc(N)cc1
DB02115	O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12
DB02116	Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
DB02118	CN1c2ccc([C@H]3CN(Cc4ccccc4)C(=O)CO3)cc2CS1(=O)=O
DB02119	Nc1nc2c(c(=O)[nH]1)N=C(CO)CN2
DB02120	N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
DB02121	CCCC(N)=O
DB02122	O=C(CI)Nc1cccc(B(O)O)c1
DB02123	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DB02124	N[C@H]1C(C(=O)O)=CC=C[C@@H]1O
DB02125	O=C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2
DB02126	O=C(O)/C=C/c1ccc(C(=O)O)cc1
DB02127	CC(C)OP(C)(=O)OC(C)C
DB02128	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO)OCc1cccnc1
DB02129	O=C1C[C@@H](C(=O)O)NC(=O)N1
DB02130	COc1cc(C(=O)[O-])ccc1O
DB02131	CCCCCC[C@@H](C)NC=O
DB02132	O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21
DB02134	O=c1[nH]c(=O)c2[nH]cnc2[nH]1
DB02135	O=c1[nH]c(=O)c2c([nH]1)n(C[C@@H](O)[C@H](O)[C@H](O)CO)c(=O)n2CCCCOP(=O)(O)O
DB02136	CC(=O)N[C@H](CCC(=O)N[C@@H](CCC1=C(C(=O)O)N[C@@H]([C@H](NC(=O)Cc2ccccc2)C(=O)O)SC1)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O)C(=O)O
DB02138	CCOP(=O)(Cc1ccc(C)cc1)OCC
DB02139	C=CCN(C)C/C=C/COc1cc2c(cc1F)c(-c1ccc(Br)cc1)nn2C
DB02140	CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)C(=O)CC(=O)NCCc1ccccn1
DB02141	N=C(N)SCCc1ccc(CCSC(=N)N)cc1
DB02142	Cc1ncc(COP(=O)(O)O)c(CN)c1O
DB02143	CC(C)/N=C(\N)NO
DB02144	CCCCCCCC/C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
DB02145	CCCCO
DB02148	CC(=O)[C@@H](N)COCc1ccccc1
DB02151	CSCC[C@H](N)P(=O)(O)O
DB02152	COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
DB02153	N[C@@H](C[S@](=O)O)C(=O)O
DB02154	O=C(O)[C@@H](Cc1ccc2c(c1)OCO2)[C@H](Cc1ccc2c(c1)OCO2)C(=O)O
DB02155	CC[C@H](C)c1cc(C(=O)N[C@@H]2CNCCC[C@H]2OC(=O)c2ccc(C(=O)c3cc(OC)ccc3O)cc2)ccc1O
DB02158	CSC[C@H]1N[C@@H](c2c[nH]c3c2N=CNC3N)[C@H](O)[C@@H]1O
DB02159	C[C@@H](O)CO
DB02160	CCCC(=O)SC[C@H](N)C(=O)O
DB02161	CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@H](O)c1ccccc1)C2
DB02162	CCNS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
DB02163	Cc1ccc(C)c(N)c1
DB02164	Cc1cc2c(cc1C)[n+](S(=O)(=O)[O-])c1c(=O)[nH]c(=O)nc-1n2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
DB02166	CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
DB02168	Brc1ncnc2nc[nH]c12
DB02169	C=C1[C@@H](O)[C@@H]2O[C@]3(CC[C@H](/C=C/[C@@H](C)[C@@H]4CC(C)=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)O3)CC[C@H]2O[C@@H]1[C@@H](O)C[C@H](C)[C@H]1O[C@@]2(CCCCO2)CC[C@H]1C
DB02170	O=c1c2c(O)cccc2oc2c([N+](=O)[O-])ccc(O)c12
DB02172	OC[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O
DB02174	NC(=O)CC[C@@H](N)C(=O)O
DB02175	O=C(O)CC(=O)O
DB02177	CCOc1ccccc1Sc1ccc(-c2ccnc(N3CCN(C(C)=O)CC3)c2)cc1[N+](=O)[O-]
DB02178	O=CCc1ccccc1
DB02179	O=C(O)c1ccccc1Nc1ccccc1C(F)(F)F
DB02180	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
DB02181	Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
DB02182	C=Cc1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe]31n3c(c(C)c(CC)c3C=2)C=c2c(C)c(CCC(=O)O)c(n21)=C4
DB02183	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[W](=O)(O)O[W](=O)(O)O)[C@@H](O)[C@H]1O
DB02184	O[C@H](CS)[C@H](O)CS
DB02185	COc1ccc2c(c1)O[C@@H](O)C(=O)N2O
DB02186	CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](COS(=O)(=O)O)O[C@H]1O
DB02187	C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O
DB02189	Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO[P@](=O)(O)O[P@@](=O)(O)OP(=O)(O)O)O1
DB02190	O=C(O)C[C@H](C(=O)O)C(=O)C(=O)O
DB02191	O=C1CN2CCCC[C@H]2c2[nH]c3ccccc3c21
DB02192	OCCc1ccccc1
DB02195	On1c(-c2ccncc2)c(-c2ccc(F)cc2)c2ncccc21
DB02196	CC(=O)N[C@H]1[C@@H](O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O
DB02197	NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1
DB02198	O=C(O)CBr
DB02200	O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CCS(=O)(=O)Cc1ccccc1)OCc1ccccc1
DB02201	O=C([O-])CC(=O)[O-]
DB02205	C=CC(C)(C)c1cc2cc3c(cc2oc1=O)O[C@H](C(C)(C)O)C3
DB02207	O=[N+]([O-])c1cccc2c[nH]nc12
DB02209	Cc1ncc(COP(=O)(O)O)c(CO)c1O
DB02210	OCCCCCCO
DB02211	C#CCN(C)[C@@H]1CCc2ccccc21
DB02213	O=[N+]([O-])c1cccc(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c1
DB02214	O=c1[nH]c(=O)c2[nH]c(=O)c(=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2[nH]1
DB02215	CC(C)C[C@H](NC(=O)c1ccco1)C(=O)O
DB02216	CSC[C@H](N)C(=O)O
DB02217	Cc1cn([C@@H]2C[C@@H]3O[C@@](c4ccccc4)(P(=O)(O)O)OC[C@@H]3O2)c(=O)[nH]c1=O
DB02218	C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
DB02220	CN[C@H]1CN(c2cccc(OC)c2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
DB02221	NS(=O)(=O)c1ccc(C(=O)NCc2c(F)cc(F)cc2F)cc1
DB02222	C[C@@H](Cn1cnc2c(N)nc(N)nc21)OCP(=O)([O-])[O-]
DB02223	Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
DB02224	O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
DB02225	CCCCC(=O)OC[C@H](CO[P@](=S)([S-])OCC[N+](C)(C)C)OC(=O)CCCC
DB02226	Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCCCCc1cn(CCNc3c4c(nc5ccccc35)CCCC4)nn1)c1cc(N)ccc21
DB02227	O=C(O)[C@@H]1C[C@H](O)[C@@H](O)CO1
DB02228	OC[C@H]1O[C@@H](O)[C@H](F)[C@@H](O)[C@H]1O
DB02229	CSCC[C@H](N)C(=O)NS(=O)(=O)OC[C@H]1O[C@@H](N2C=NC3=C(N)NC=NC32)[C@H](O)[C@@H]1O
DB02230	Nc1nc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c2c(=O)[nH]1
DB02232	Oc1ccccc1O
DB02233	N[C@H](CCCCO)C(=O)O
DB02234	CCSC(=N)N
DB02235	C[S@@](=O)CC[C@H](N)C(=O)O
DB02236	NCC(=O)NC1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
DB02237	O=C[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO
DB02238	CSCCC(=O)C(=O)O
DB02239	CC(=O)CCC(=O)O
DB02240	COc1ccc2nc3cc(Cl)ccc3c(NC(C)CCCN(CCCl)CCCl)c2c1
DB02242	O=C(O)CCC1CCCCC1
DB02243	CCC[C@@H](C=CS(=O)(=O)c1ccccc1)N=C(O)[C@H](Cc1ccccc1)N=C(O)N1CCC(N2CCOCC2)CC1
DB02245	Nc1nc2c(c(=O)[nH]1)CC=N2
DB02247	CC1=C(C(=O)O)N[C@H]([C@H](NC(=O)Cc2cccs2)C(=O)O)SC1
DB02249	CCOCCO
DB02251	O=C(O)CCC(=O)c1ccccc1C(=O)O
DB02252	Ic1ccccc1
DB02253	CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=C\C=C(C)/C=C/C=C(\C)CO)C(C)(C)C[C@H](O)C1
DB02254	Cc1c(CCOP(=O)([O-])[O-])sc[n+]1Cc1cnc(C(F)(F)F)nc1N
DB02255	CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C
DB02256	O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
DB02257	CC(=O)N(Br)CCOP(=O)(O)O
DB02258	CC1(C)CCC(C)(C)c2cc(/C(=N\O)c3ccc4cc(C(=O)O)ccc4c3)ccc21
DB02259	CCc1oc2cc(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
DB02260	O=C(O)CCCCCC(=O)CCC(=O)O
DB02261	CCCCCCCCCCCCCCCCOC[C@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(C)=O
DB02262	O=C(O)c1cc(=O)[nH]c(=O)[nH]1
DB02263	O=C[C@H](O)COP(=O)(O)O
DB02264	O=C(O)[C@@H]1O[C@@H](O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H]1O
DB02265	CC[Si](C)(C)C
DB02266	O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
DB02267	N/C(=N\CCC[C@H](N)C(=O)O)N[C@H](CC(=O)O)C(=O)O
DB02268	CC(=O)Nc1ccc(C(=O)O)cc1N
DB02269	C[N+](C)(C)c1ccc(CNC(=O)c2cc3cc(OCc4ccccc4)ccc3n2Cc2cccc(C(=N)N)c2)cc1
DB02270	CC(C)CCS[P@@](=O)(O)OP(=O)(O)O
DB02271	CCCCCCCCCCCCCC(=O)CSCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
DB02272	NCc1[nH]cc(CCC(=O)O)c1CC(=O)O
DB02274	C[C@H](N)C(=O)CCCCCC(=O)O
DB02276	CCCC[C@H](OP(=O)(O)O)C(=O)N[C@@H](CC(C)C)C(=O)Nc1ccc([N+](=O)[O-])cc1
DB02277	Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1
DB02278	CC1(C)Nc2[nH]c(N)nc(=O)c2NC1=O
DB02279	O=C(O)C(=O)c1ccccc1
DB02280	O=C(O)[C@H](O)c1ccccc1
DB02281	Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc12
DB02282	CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
DB02283	O=S(=O)(O)CCNc1ccccc1
DB02285	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
DB02287	NC(=[NH2+])c1ccc2nc(-c3ccccc3O)[nH]c2c1
DB02288	Cc1cc(Br)c([O-])c(-c2nc3cc(C(N)=[NH2+])ccc3[nH]2)c1
DB02289	NC(C(=O)O)C(=O)O
DB02290	O=c1[nH]c(=O)c2c([nH]1)n(C[C@H](O)[C@H](O)[C@H](O)CO)c(=O)n2CCCOP(=O)(O)O
DB02292	NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3
DB02294	OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)c2nnnn21
DB02296	CC(C)CCO
DB02297	Nc1cncc(Cl)n1
DB02299	NC(=[NH2+])NCCC[C@H](N)C(N)=O
DB02300	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
DB02301	Nc1nc(=O)c2c([nH]1)N=C[C@@H]1CN(c3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)CN21
DB02302	C/N=C(\NC)NCCC[C@H](N)C(=O)O
DB02303	O=C1NC[C@H](I)C(=O)N1
DB02304	CCCCC[C@H](O)/C=C/C1=C(C/C=C\CCCC(=O)O)C(=O)CC1
DB02305	O=C(O)C1=C[C@H](O)[C@@H](O)[C@H](O)O1
DB02306	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
DB02307	NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)N[C@@H](CCc1ccccc1)C(=O)O
DB02308	[NH3+]CCCCOB1OCCO1
DB02309	O=c1[nH]c(=O)c2[nH]c[n+]([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
DB02310	Cc1cnc2c(c1)c(C)c(C)c1cc(C)c[n+](C)c12
DB02311	CSC[S@](C)=O
DB02312	O=P(O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
DB02313	CCOC(=O)CC[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1
DB02314	CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)O
DB02315	Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]3[C@H]2O)c(=O)[nH]1
DB02316	O=C(O)CCCCCn1c(C(=O)O)cc2cc(OCc3c(Cl)cccc3Cl)ccc21
DB02317	O=P(O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
DB02318	OC[C@H]1OC(F)[C@@H](F)[C@@H](O)[C@@H]1O
DB02319	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)C1
DB02320	CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DB02321	N[C@@H](CCSC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O)C(=O)O
DB02322	O=C([O-])C1=C[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@H](O[C@H]2[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@@H](O)O[C@@H]2COS(=O)(=O)[O-])O1
DB02323	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@H](CCCCCCCCC(=O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H]2O
DB02324	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1I
DB02325	CC(C)O
DB02326	CC(C)C[C@@H](C(=O)O)C(=O)NO
DB02327	OCCOCCOCCO
DB02328	Cc1ncc(COP(=O)(O)O)c(C/N=C(\C=C\CP(=O)(O)O)C(=O)O)c1O
DB02329	CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
DB02331	O=C(O)[C@H](Cc1ccccc1)N(Cc1ccc(-c2cc3ccccc3o2)s1)C(=O)c1ccc(Cl)cc1Cl
DB02332	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c([NH3+])ncnc54)[C@H](O)[C@@H]3O)c2cc1C
DB02333	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
DB02334	O=C(O)[C@@H](O)CS(=O)(=O)O
DB02335	NC1=NCCS1
DB02336	CC(=O)N[C@@H](Cc1ccc(P(=O)(O)O)c(P(=O)(O)O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O
DB02337	N[C@@H](CCSCCCCC(=O)O)C(=O)O
DB02338	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
DB02339	C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)coc2c1
DB02340	CC(=O)N[C@@H](CO)C(=O)O
DB02341	CC(C)[C@@H](NC(=O)c1ccc(C(=O)N2CCOCC2)cc1)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C(=O)C(F)(F)C(F)(F)F)C(C)C
DB02342	COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
DB02343	CCOCCOCCOCCOCCOCC
DB02345	N[C@@H](C[SeH])C(=O)O
DB02346	CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@H]1O
DB02347	CC(C)(C)c1onc(OCP(=O)(O)O)c1C[C@H](N)C(=O)O
DB02350	COc1ccc(S(=O)(=O)N2CCCSC(C)(C)[C@H]2C(=O)NO)cc1
DB02352	Nc1ncccc1OCc1ccccc1
DB02353	O=C([O-])C1=C[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@H](O[C@H]2[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@@H](O)O[C@@H]2CO)O1
DB02354	Cc1nc2ccccc2n1Cc1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C
DB02355	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@@](O)(=S)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
DB02358	Nc1nc(=O)c(N)c(NC(=O)Nc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]1
DB02359	CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)ncnc21
DB02360	O=C(c1ccc2ccccc2c1)[C@@H](c1cccc2ccccc12)P(=O)(O)O
DB02361	CSSC[C@H](N)C(=O)O
DB02362	Nc1ccc(C(=O)O)cc1
DB02363	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1OP(=O)(O)O
DB02364	CCOP(=O)(OCC)OC[C@H](N)C(=O)O
DB02365	c1cnc2c(c1)ccc1cccnc12
DB02366	N=C(N)c1cc2nc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl
DB02367	CCCCOc1ccc(S(=O)(=O)N2C[C@@H](NS(C)(=O)=O)C[C@@H]2C(=O)NO)cc1
DB02368	CC(=O)N[C@@H](CCCNC(N)=O)C(=O)O
DB02369	CC(C)=CCCN(C)CCO[P@@](=O)([O-])OP(=O)([O-])[O-]
DB02370	C[C@@H](NCCCC[C@H](N)C(=O)O)C(=O)O
DB02371	O=S(=O)(O)CCNC(CO)(CO)CO
DB02373	Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO[W](=O)(O)O)[C@H](O)[C@H]1O
DB02374	O[C@H]1[C@H](O)Cn2ccnc2[C@@H]1O
